study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
SHIFT,HF Novel Therapies,Ivabradine,Placebo,3241,3264,793,937,0.2446775686516507,0.2870710784313725,0.8523239958153553,-0.1597885476611239,0.0413926396016575,2010,60.0,76.0,23.0,"HFrEF with HR ≥70, reduces CV death/HF hosp by 18%"
SIGNIFY,HF Novel Therapies,Ivabradine,Placebo,9550,9552,606,571,0.0634554973821989,0.0597780569514237,1.0615182329155244,0.0597001785709116,0.0564984631868667,2014,65.0,77.0,28.0,"CAD without HF - NO BENEFIT, possible harm"
DIG,HF Novel Therapies,Digoxin,Placebo,3889,3882,1181,1194,0.30367703779892,0.3075734157650695,0.9873318766628204,-0.0127490481819766,0.0341983377188311,1997,64.0,78.0,37.0,"HFrEF, no mortality benefit but reduced hospitalization"
RADIANCE,HF Novel Therapies,Digoxin continued,Digoxin withdrawn,85,93,14,39,0.1647058823529411,0.4193548387096774,0.3927601809954751,-0.9345560798514484,0.2730424930577677,1993,60.0,84.0,3.0,"HFrEF on ACE-I, withdrawal worsens HF"
VICTORIA,HF Novel Therapies,Vericiguat,Placebo,2526,2524,897,972,0.3551068883610451,0.3851030110935023,0.9221088335630432,-0.0810920216509755,0.0367634934954434,2020,67.0,76.0,11.0,"Worsening HFrEF, soluble guanylate cyclase stimulator, 10% benefit"
GALACTIC-HF,HF Novel Therapies,Omecamtiv mecarbil,Placebo,4120,4112,1523,1607,0.3696601941747572,0.3908073929961089,0.9458884371167404,-0.0556306480509218,0.0281596741071793,2020,65.0,77.0,22.0,"HFrEF, cardiac myosin activator, modest 8% benefit"
V-HeFT I,HF Novel Therapies,Hydralazine-nitrate,Placebo,273,273,88,112,0.3223443223443223,0.4102564102564102,0.7857142857142858,-0.2411620568168879,0.1138692252814625,1986,58.0,100.0,29.0,"HFrEF, early mortality benefit with vasodilators"
A-HeFT,HF Novel Therapies,Hydralazine-nitrate,Placebo,518,532,43,73,0.083011583011583,0.1372180451127819,0.6049611255090707,-0.5025910783726675,0.1820556039012599,2004,57.0,61.0,10.0,"African Americans with HFrEF, significant benefit"
I-PRESERVE,HFpEF,Irbesartan,Placebo,2067,2061,742,763,0.358974358974359,0.3702086365841824,0.9696541990119972,-0.0308157669083858,0.0411014669958001,2008,72.0,40.0,50.0,"HFpEF, ARB no benefit"
PEP-CHF,HFpEF,Perindopril,Placebo,427,423,87,100,0.2037470725995316,0.2364066193853428,0.8618501170960188,-0.1486739015158542,0.1295695423508261,2006,75.0,45.0,26.0,"HFpEF, ACE-I no mortality benefit"
CHARM-Preserved,HFpEF,Candesartan,Placebo,1514,1509,333,366,0.2199471598414795,0.2425447316103379,0.9068313229529852,-0.0977988186504675,0.0664232710360609,2003,67.0,60.0,37.0,"HFpEF (EF >40%), ARB modest benefit"
DIG-PEF,HFpEF,Digoxin,Placebo,492,496,156,164,0.3170731707317073,0.3306451612903225,0.958953004164188,-0.0419132103420419,0.0919737355357759,2006,67.0,72.0,37.0,"HFpEF, digoxin no benefit"
TOPCAT,HFpEF,Spironolactone,Placebo,1722,1723,320,351,0.1858304297328687,0.2037144515380151,0.912210343104652,-0.0918846761318401,0.0693750654289621,2014,69.0,49.0,42.0,"HFpEF, MRA no mortality benefit, reduced HF hosp"
EMPEROR-Preserved,HFpEF,Empagliflozin,Placebo,2997,2991,415,511,0.1384718051384718,0.1708458709461718,0.810507180370194,-0.2100950786597214,0.0608159713722423,2021,72.0,55.0,26.0,"HFpEF (EF >40%), SGLT2i reduces events by 21%"
PARAGON-HF,HFpEF,Sacubitril-valsartan,Valsartan,2419,2389,526,557,0.2174452252997106,0.2331519464210966,0.9326331117432832,-0.0697433904737917,0.053520964811214,2019,73.0,48.0,35.0,"HFpEF, ARNI no overall benefit, possible benefit in women"
RELAX,HFpEF,Sildenafil,Placebo,108,108,12,14,0.1111111111111111,0.1296296296296296,0.8571428571428571,-0.1541506798272583,0.3691116175947138,2013,69.0,51.0,6.0,"HFpEF, PDE5 inhibitor no benefit"
ALDO-DHF,HFpEF,Spironolactone,Placebo,213,209,8,12,0.0375586854460093,0.0574162679425837,0.6541471048513302,-0.4244230218527784,0.4459302733134036,2013,67.0,48.0,12.0,"HFpEF, MRA improved diastolic function, no clinical benefit"
SENIORS,HFpEF,Nebivolol,Placebo,1061,1061,332,375,0.3129123468426013,0.353440150801131,0.8853333333333334,-0.1217910570539221,0.0615930249446454,2005,76.0,63.0,21.0,"Elderly HF (mixed EF), beta-blocker 14% benefit"
NEAT-HFpEF,HFpEF,Isosorbide mononitrate,Placebo,55,55,2,3,0.0363636363636363,0.0545454545454545,0.6666666666666666,-0.4054651081081644,0.892731592904439,2015,69.0,44.0,1.5,"HFpEF, nitrate no benefit on exercise capacity"
INDIE-HFpEF,HFpEF,Inorganic nitrite,Placebo,42,43,1,2,0.0238095238095238,0.0465116279069767,0.5119047619047619,-0.6696166831497513,1.205377394112312,2018,69.0,53.0,1.0,"HFpEF, nitrite no benefit"
Hong Kong DHF,HFpEF,Irbesartan,Ramipril,75,75,8,12,0.1066666666666666,0.16,0.6666666666666667,-0.4054651081081643,0.4262237284181474,2008,71.0,49.0,12.0,"HFpEF, ARB vs ACE-I, similar outcomes"
J-DHF,HFpEF,Carvedilol,Standard care,120,125,18,22,0.15,0.176,0.8522727272727273,-0.159848700941896,0.2909927278760891,2016,70.0,45.0,36.0,"Japanese HFpEF, beta-blocker no benefit"
OPTIMIZE-HFpEF,HFpEF,Phosphodiesterase-5 inhibitor,Placebo,88,88,7,9,0.0795454545454545,0.1022727272727272,0.7777777777777777,-0.2513144282809062,0.4808752241912462,2012,68.0,56.0,3.0,"HFpEF, PDE5 inhibitor no clinical benefit"
WOSCOPS,Primary Prevention Statins,Pravastatin 40mg,Placebo,3302,3293,174,248,0.052695336159903,0.0753112663225022,0.699700572478068,-0.3571027890541621,0.0957750660703516,1995,55.0,100.0,58.0,"West of Scotland, men 45-64 with hypercholesterolemia"
AFCAPS/TexCAPS,Primary Prevention Statins,Lovastatin 20-40mg,Placebo,3304,3301,116,183,0.0351089588377723,0.055437746137534,0.6333042247185064,-0.456804364522732,0.1161015442952801,1998,58.0,85.0,63.0,"Air Force/Texas, average cholesterol, low HDL"
ASCOT-LLA,Primary Prevention Statins,Atorvastatin 10mg,Placebo,5168,5137,154,195,0.0297987616099071,0.0379598987736032,0.7850063507184251,-0.2420634711452875,0.1059884287181496,2003,63.0,81.0,40.0,"HTN + ≥3 CV risk factors, stopped early for benefit"
JUPITER,Primary Prevention Statins,Rosuvastatin 20mg,Placebo,8901,8901,142,251,0.0159532636782384,0.028199078755196,0.5657370517928287,-0.5696258815305231,0.1039308588029734,2008,66.0,62.0,24.0,"LDL <130 but hsCRP ≥2, dramatic 44% reduction"
MEGA,Primary Prevention Statins,Pravastatin 10-20mg,Diet alone,3866,3966,111,157,0.02871184687015,0.0395864851235501,0.7252941699809873,-0.3211779547245088,0.1219328801272874,2006,58.0,32.0,63.0,"Japanese primary prevention, low-dose statin effective"
ALLHAT-LLT,Primary Prevention Statins,Pravastatin 40mg,Usual care,5170,5185,587,616,0.1135396518375241,0.1188042430086788,0.9556868421713683,-0.0453249905442703,0.0542279126245542,2002,66.0,51.0,58.0,"Hypertensive, age ≥55, no benefit (contamination)"
PROSPER,Primary Prevention Statins,Pravastatin 40mg,Placebo,2891,2913,408,473,0.1411276374956762,0.1623755578441469,0.869143357346522,-0.1402471991446826,0.0622571724295646,2002,75.0,48.0,40.0,"Elderly (70-82 years), primary + secondary prevention"
CARDS,Primary Prevention Statins,Atorvastatin 10mg,Placebo,1428,1410,61,95,0.0427170868347338,0.0673758865248227,0.6340114993365767,-0.4556881869545453,0.1597193114254618,2004,62.0,68.0,47.0,"Type 2 diabetes without high LDL, 37% reduction"
ASPEN,Primary Prevention Statins,Atorvastatin 10mg,Placebo,959,960,116,121,0.1209593326381647,0.1260416666666666,0.959677349856514,-0.0411581449119326,0.1216582628959197,2006,61.0,58.0,48.0,"Type 2 diabetes, primary prevention, neutral"
HPS,Primary Prevention Statins,Simvastatin 40mg,Placebo,10269,10267,1212,1437,0.1180251241600934,0.1399629882146683,0.8432595335780654,-0.1704804993490953,0.0364169854843432,2002,64.0,75.0,60.0,"Mixed primary/secondary, vascular disease or diabetes"
IMPROVE-IT,Non-Statin Lipid Lowering,Simvastatin-ezetimibe,Simvastatin alone,9067,9077,2742,2960,0.3024153523767509,0.3260989313649884,0.9273730248391108,-0.075399394315275,0.0219562409879035,2015,64.0,76.0,72.0,"Post-ACS, ezetimibe adds 6.4% relative benefit"
SHARP,Non-Statin Lipid Lowering,Simvastatin-ezetimibe,Placebo,4650,4620,526,619,0.1131182795698924,0.1339826839826839,0.8442753660951586,-0.1692765744525037,0.0555440869023736,2011,62.0,63.0,58.0,"Chronic kidney disease, 17% reduction"
FIELD,Non-Statin Lipid Lowering,Fenofibrate 200mg,Placebo,4895,4900,668,713,0.1364657814096016,0.1455102040816326,0.9378433785512597,-0.0641723177435429,0.0499115097709924,2005,62.0,63.0,60.0,"Type 2 diabetes, neutral primary outcome, benefit for microvascular"
ACCORD-Lipid,Non-Statin Lipid Lowering,Simvastatin + fenofibrate,Simvastatin + placebo,2765,2753,288,310,0.1041591320072332,0.1126044315292408,0.925000291664236,-0.0779612261570738,0.077285994328371,2010,62.0,69.0,58.0,"Type 2 diabetes, fibrate adds no benefit to statin"
BIP,Non-Statin Lipid Lowering,Bezafibrate 400mg,Placebo,1548,1542,211,236,0.1363049095607235,0.1530479896238651,0.890602417553541,-0.1158571715759411,0.0876477116976437,2000,60.0,91.0,75.0,"CAD with low HDL, neutral but benefit in high TG subgroup"
VA-HIT,Non-Statin Lipid Lowering,Gemfibrozil 1200mg,Placebo,1264,1267,219,275,0.173259493670886,0.2170481452249408,0.7982537399309552,-0.2253287622357341,0.0813767071027284,1999,64.0,100.0,62.0,"CAD with low HDL, 22% reduction"
AIM-HIGH,Non-Statin Lipid Lowering,Niacin + statin,Placebo + statin,1718,1696,282,274,0.1641443538998835,0.1615566037735849,1.0160176066211772,0.015890678357691,0.077614686167098,2011,64.0,85.0,36.0,"CAD with low HDL on statin, niacin adds no benefit"
HPS2-THRIVE,Non-Statin Lipid Lowering,Niacin-laropiprant + statin,Placebo + statin,12838,12835,1579,1563,0.1229942358622838,0.1217763926762758,1.0100006508588697,0.0099509752676829,0.0334260643216359,2013,65.0,84.0,46.0,"Vascular disease, niacin no benefit, increased adverse events"
REDUCE-IT,Non-Statin Lipid Lowering,Icosapent ethyl 4g,Placebo,4089,4090,705,901,0.1724137931034483,0.2202933985330073,0.7826552872287498,-0.245062926123864,0.0451581695871026,2019,64.0,71.0,58.0,"High TG on statin, EPA reduces events by 25%"
STRENGTH,Non-Statin Lipid Lowering,Omega-3 carboxylic acid,Corn oil,6539,6534,785,795,0.1200489371463526,0.1216712580348944,0.986666358885872,-0.0134233322721839,0.0471780965660495,2020,63.0,70.0,42.0,"High TG on statin, omega-3 no benefit"
EVEREST II,Mitral Regurgitation,MitraClip,Surgical repair/replacement,184,95,55,26,0.2989130434782608,0.2736842105263158,1.0921822742474916,0.088177781202544,0.2016984339185292,2011,67.0,65.0,48.0,"Severe MR, percutaneous vs surgery - less effective but safer"
COAPT,Mitral Regurgitation,MitraClip + GDMT,GDMT alone,302,312,114,167,0.3774834437086092,0.5352564102564102,0.7052385295633897,-0.349219193587647,0.0907940928330875,2018,72.0,57.0,24.0,HF with secondary MR - dramatic 47% reduction in death/HF hosp
MITRA-FR,Mitral Regurgitation,MitraClip + medical therapy,Medical therapy alone,152,160,83,97,0.5460526315789473,0.60625,0.9007053716766142,-0.1045770763192343,0.0976141575447883,2018,70.0,65.0,12.0,HF with secondary MR - NO BENEFIT (different from COAPT)
RESHAPE-HF2,Mitral Regurgitation,MitraClip + GDMT,GDMT alone,176,176,68,82,0.3863636363636363,0.4659090909090909,0.8292682926829269,-0.1872115420881463,0.1246489788988434,2022,71.0,71.0,24.0,HFrEF with moderate-to-severe secondary MR
MATTERHORN,Mitral Regurgitation,Transcatheter valve repair,Medical therapy,98,93,31,39,0.3163265306122449,0.4193548387096774,0.7543171114599686,-0.2819424271618161,0.1922038510344124,2023,75.0,61.0,12.0,Inoperable severe MR
RIME,Mitral Regurgitation,MV repair + CABG,CABG alone,73,73,22,31,0.3013698630136986,0.4246575342465753,0.7096774193548387,-0.3429447511268303,0.2243108327671713,2009,66.0,79.0,12.0,"Moderate ischemic MR, repair improves outcomes"
Mihaljevic 2007,Mitral Regurgitation,MV repair,MV replacement,150,150,18,27,0.12,0.18,0.6666666666666666,-0.4054651081081644,0.2815302102071095,2007,64.0,68.0,60.0,"Rheumatic MR, repair preferred over replacement"
Fattouch 2009,Mitral Regurgitation,MV repair + ring,MV repair alone,54,56,8,15,0.1481481481481481,0.2678571428571428,0.5530864197530864,-0.5922410152514994,0.3940697974864419,2009,62.0,64.0,48.0,"Ischemic MR, annuloplasty ring reduces recurrence"
Chan 2012,Mitral Regurgitation,Restrictive annuloplasty,Standard annuloplasty,61,61,12,18,0.1967213114754098,0.2950819672131147,0.6666666666666666,-0.4054651081081644,0.3257330251033616,2012,68.0,72.0,24.0,"Ischemic MR, restrictive technique reduces recurrent MR"
Deja 2010,Mitral Regurgitation,MV repair + revascularization,Revascularization alone,53,51,11,16,0.2075471698113207,0.3137254901960784,0.6615566037735849,-0.4131597302692067,0.3390181753881849,2010,64.0,75.0,36.0,Moderate ischemic MR undergoing CABG
TRILUMINATE,Other Valvular Disease,TriClip edge-to-edge repair,Medical therapy,115,115,28,45,0.2434782608695652,0.391304347826087,0.6222222222222222,-0.4744579795951158,0.2013583958733329,2021,78.0,48.0,12.0,"Severe TR, transcatheter repair reduces TR and improves QOL"
CLASP TR,Other Valvular Disease,PASCAL transcatheter repair,Medical therapy alone,87,87,21,32,0.2413793103448276,0.367816091954023,0.65625,-0.4212134650763035,0.2363906552127667,2022,77.0,44.0,12.0,"Severe TR, PASCAL device safe and effective"
Ben Farhat 1998,Other Valvular Disease,Balloon valvuloplasty,Open commissurotomy,226,234,31,36,0.1371681415929203,0.1538461538461538,0.8915929203539822,-0.1147456178855483,0.2265779319778088,1998,31.0,28.0,84.0,"Rheumatic MS, balloon as effective as surgery"
Reyes 1994,Other Valvular Disease,Balloon valvuloplasty,Closed commissurotomy,30,30,4,6,0.1333333333333333,0.2,0.6666666666666666,-0.4054651081081644,0.5916079783099616,1994,35.0,25.0,24.0,"Rheumatic MS, percutaneous approach preferred"
NOTION,Other Valvular Disease,TAVI (CoreValve),Surgical AVR,145,135,35,38,0.2413793103448276,0.2814814814814815,0.8575317604355717,-0.153697062219117,0.2014528702043419,2015,79.0,54.0,24.0,"Lower-risk AS, all-comers design, non-inferior"
UK-TAVI,Other Valvular Disease,TAVI,Surgical AVR,178,173,42,47,0.2359550561797752,0.2716763005780346,0.8685154195553431,-0.1409699392209965,0.1835423526200575,2013,78.0,56.0,12.0,"High-risk AS, UK multicenter trial"
Evolut Low Risk,Other Valvular Disease,TAVI (Evolut),Surgical AVR,734,734,42,60,0.0572207084468664,0.0817438692098092,0.7,-0.3566749439387324,0.1942971817496679,2019,74.0,67.0,24.0,"Low-risk AS, TAVI superior to surgery"
Klodas 1997,Other Valvular Disease,Early AVR,Delayed AVR,86,88,12,21,0.1395348837209302,0.2386363636363636,0.5847176079734219,-0.536626269710724,0.328573945424771,1997,53.0,78.0,60.0,"Severe AR, early surgery improves outcomes"
EASE,Other Valvular Disease,Early surgery (<48h),Conventional treatment,37,39,4,11,0.1081081081081081,0.282051282051282,0.3832923832923833,-0.958957178193058,0.5368808417526539,2012,47.0,68.0,6.0,"Left-sided IE with embolic risk, early surgery beneficial"
Kang 2012,Other Valvular Disease,Early surgery,Conventional treatment,38,38,3,9,0.0789473684210526,0.2368421052631578,0.3333333333333333,-1.0986122886681098,0.6259495710495183,2012,48.0,63.0,6.0,"IE with large vegetation, early surgery reduces embolic events"
SAVOR-TIMI 53,DPP-4 Inhibitors,Saxagliptin,Placebo,8280,8212,613,609,0.0740338164251207,0.074159766195811,0.9983016428293788,-0.0016998010141668,0.0550528067690007,2013,65.0,67.0,25.0,Type 2 DM + CVD or high CV risk. Neutral for MACE but increased HF hospitalization
EXAMINE,DPP-4 Inhibitors,Alogliptin,Placebo,2701,2679,305,316,0.1129211403184005,0.1179544606196341,0.957328275041124,-0.0436089212275074,0.0754966133685087,2013,61.0,68.0,18.0,Recent ACS. CV safety confirmed (non-inferior)
TECOS,DPP-4 Inhibitors,Sitagliptin,Placebo,7332,7339,839,851,0.1144298963447899,0.1159558522959531,0.9868401989123544,-0.0132471585207006,0.0457639209941133,2015,66.0,71.0,36.0,Established CVD. Neutral - CV safe without HF signal
CARMELINA,DPP-4 Inhibitors,Linagliptin,Placebo,3494,3485,434,420,0.1242129364625071,0.1205164992826398,1.0306716275519938,0.0302106553236131,0.0641244951461955,2019,66.0,63.0,28.0,High CV risk + CKD. CV safe
CAROLINA,DPP-4 Inhibitors,Linagliptin,Glimepiride,3023,3010,356,362,0.1177638107839894,0.120265780730897,0.979196327237039,-0.0210231180102773,0.0700599498169022,2019,64.0,63.0,76.0,Head-to-head vs sulfonylurea. Non-inferior for CV safety
ORIGIN,Insulin Therapy,Insulin glargine,Standard care,6264,6273,574,592,0.0916347381864623,0.0943727084329666,0.9709876902764836,-0.0294414881383349,0.0557879351479659,2012,64.0,65.0,76.0,Impaired glucose tolerance or early T2DM. Neutral for CV
DEVOTE,Insulin Therapy,Insulin degludec,Insulin glargine,3818,3819,325,356,0.0851231011000523,0.0932181199266823,0.9131604581491576,-0.0908436655824695,0.0732266751623653,2017,65.0,61.0,24.0,"High CV risk. Degludec non-inferior, less severe hypoglycemia"
DIGAMI,Insulin Therapy,Insulin-glucose infusion,Standard care,306,314,102,138,0.3333333333333333,0.4394904458598726,0.7584541062801932,-0.2764729879170611,0.1029446994663461,1995,68.0,65.0,42.0,Diabetes + AMI. Intensive insulin reduced mortality by 29%
DIGAMI-2,Insulin Therapy,Acute insulin + long-term,Standard glucose control,474,473,93,92,0.1962025316455696,0.1945031712473573,1.0087369290038524,0.0086989829010719,0.1319029334140129,2005,68.0,66.0,26.0,Diabetes + ACS. No benefit (different design from DIGAMI)
HI-5,Insulin Therapy,Intensive insulin (glucose 72-108),Moderate (glucose 108-180),240,242,38,42,0.1583333333333333,0.1735537190082644,0.9123015873015872,-0.0917846557422874,0.2045150733114375,2009,63.0,76.0,6.0,"STEMI. Intensive control no benefit, more hypoglycemia"
UKPDS 34,Other Glucose-Lowering Agents,Metformin,Conventional diet,342,411,78,114,0.2280701754385964,0.2773722627737226,0.822253000923361,-0.1957071442712743,0.1274181149309476,1998,53.0,59.0,120.0,Overweight newly diagnosed T2DM. 32% mortality reduction
SPREAD-DIMCAD,Other Glucose-Lowering Agents,Metformin + insulin,Insulin alone,126,128,18,28,0.1428571428571428,0.21875,0.6530612244897959,-0.4260843953109001,0.2748105407973524,2009,61.0,74.0,60.0,T2DM + CAD. Metformin addition beneficial
PROactive,Other Glucose-Lowering Agents,Pioglitazone,Placebo,2605,2633,514,572,0.1973128598848368,0.2172426889479681,0.9082600700642928,-0.0962245206157907,0.0541304440220411,2005,62.0,66.0,35.0,T2DM + macrovascular disease. 10% MACE reduction (secondary endpoint)
IRIS,Other Glucose-Lowering Agents,Pioglitazone,Placebo,1939,1937,175,228,0.0902527075812274,0.1177077955601445,0.7667521692317436,-0.2655916468665826,0.0952274047096249,2016,64.0,63.0,56.0,Stroke/TIA + insulin resistance. 24% reduction in stroke/MI
RECORD,Other Glucose-Lowering Agents,Rosiglitazone,Metformin or sulfonylurea,2220,2227,154,165,0.0693693693693693,0.0740907049842837,0.9362762762762764,-0.0658446790959089,0.1079566002058224,2009,58.0,60.0,66.0,T2DM on metformin/SU. CV safety confirmed despite earlier concerns
ACE,Other Glucose-Lowering Agents,Acarbose,Placebo,714,715,47,59,0.0658263305322128,0.0825174825174825,0.7977258700090206,-0.2259902618412375,0.1882195172248688,2017,64.0,74.0,60.0,CHD + impaired glucose tolerance. 18% MACE reduction
